state	yr	qtr	index_nsa	index_sa	Warning
IN	2005	3	164.92	163.01	
IN	2005	4	165.61	165.67	
IN	2006	1	164.97	165.67	
IN	2006	2	168.45	166.68	
IN	2006	3	169.50	167.45	
IN	2006	4	167.58	167.67	
IN	2007	1	168.07	168.98	
IN	2007	2	171.28	169.36	
IN	2007	3	171.31	169.16	
IN	2007	4	165.92	165.96	
IN	2008	1	164.65	165.80	
IN	2008	2	164.80	162.83	
IN	2008	3	165.24	163.14	
IN	2008	4	158.51	158.37	
IN	2009	1	158.24	159.69	
IN	2009	2	161.53	159.46	
IN	2009	3	159.95	157.93	
IN	2009	4	159.70	159.34	
IN	2010	1	156.19	157.92	
IN	2010	2	160.07	157.92	
IN	2010	3	159.86	157.87	
IN	2010	4	157.00	156.45	
IN	2011	1	153.02	154.94	
IN	2011	2	158.19	156.05	
IN	2011	3	158.84	156.80	
IN	2011	4	158.27	157.70	
IN	2012	1	154.96	156.93	
IN	2012	2	160.43	158.32	
IN	2012	3	160.08	157.90	
IN	2012	4	160.60	160.15	
IN	2013	1	160.77	162.72	
IN	2013	2	165.59	163.47	
IN	2013	3	168.93	166.53	
IN	2013	4	167.43	167.17	
IN	2014	1	166.17	167.99	
IN	2014	2	171.03	168.89	
IN	2014	3	173.34	170.83	
IN	2014	4	172.20	172.07	
IN	2015	1	173.40	175.17	
IN	2015	2	178.22	176.00	
IN	2015	3	180.52	177.89	
IN	2015	4	179.65	179.64	
IN	2016	1	179.77	181.53	
IN	2016	2	187.27	184.93	
KS	1991	1	100.00	100.00	
KS	1991	2	99.81	99.52	
KS	1991	3	99.74	99.05	
KS	1991	4	100.69	100.62	
KS	1992	1	101.47	101.48	
KS	1992	2	101.91	101.59	
KS	1992	3	103.96	103.24	
KS	1992	4	104.20	104.13	
KS	1993	1	105.05	105.12	
KS	1993	2	106.85	106.45	
KS	1993	3	109.23	108.45	
KS	1993	4	110.43	110.37	
KS	1994	1	112.04	112.19	
KS	1994	2	114.89	114.42	
KS	1994	3	116.14	115.30	
KS	1994	4	116.43	116.36	
KS	1995	1	118.30	118.53	
KS	1995	2	120.32	119.76	
KS	1995	3	122.21	121.34	
KS	1995	4	123.31	123.23	
KS	1996	1	123.82	124.06	
KS	1996	2	126.35	125.74	
KS	1996	3	127.67	126.79	
KS	1996	4	127.26	127.18	
KS	1997	1	127.47	127.69	
KS	1997	2	130.33	129.71	
KS	1997	3	132.64	131.76	
KS	1997	4	133.38	133.32	
KS	1998	1	135.68	135.87	
KS	1998	2	137.01	136.34	
KS	1998	3	139.33	138.42	
KS	1998	4	142.53	142.49	
KS	1999	1	144.31	144.50	
KS	1999	2	146.50	145.72	
KS	1999	3	147.89	146.97	
KS	1999	4	147.13	147.13	
KS	2000	1	149.92	150.14	
KS	2000	2	152.44	151.53	
KS	2000	3	154.17	153.22	
KS	2000	4	154.15	154.21	
KS	2001	1	155.40	155.71	
KS	2001	2	159.28	158.18	
KS	2001	3	160.67	159.67	
KS	2001	4	161.98	162.08	
KS	2002	1	162.30	162.77	
KS	2002	2	165.37	164.03	
KS	2002	3	166.64	165.61	
KS	2002	4	167.20	167.36	
KS	2003	1	168.66	169.25	
KS	2003	2	170.91	169.37	
KS	2003	3	173.83	172.76	
KS	2003	4	173.72	173.92	
KS	2004	1	175.43	176.14	
KS	2004	2	180.20	178.47	
KS	2004	3	180.33	179.19	
KS	2004	4	180.67	180.91	
KS	2005	1	181.79	182.62	
KS	2005	2	186.82	184.95	
KS	2005	3	187.70	186.52	
KS	2005	4	187.99	188.17	
KS	2006	1	190.93	191.90	
KS	2006	2	193.99	192.06	
KS	2006	3	195.82	194.61	
KS	2006	4	195.69	195.66	
KS	2007	1	196.50	197.72	
KS	2007	2	201.07	199.12	
KS	2007	3	200.75	199.48	
KS	2007	4	199.24	198.87	
KS	2008	1	196.23	197.80	
KS	2008	2	199.21	197.36	
KS	2008	3	196.12	194.69	
KS	2008	4	195.61	194.99	
KS	2009	1	193.89	195.87	
KS	2009	2	195.19	193.39	
KS	2009	3	196.07	194.38	
KS	2009	4	196.11	195.36	
KS	2010	1	187.79	190.11	
KS	2010	2	196.49	194.64	
KS	2010	3	192.18	190.19	
KS	2010	4	189.22	188.66	
KS	2011	1	182.21	184.66	
KS	2011	2	187.93	186.06	
KS	2011	3	189.43	187.19	
KS	2011	4	187.10	186.87	
KS	2012	1	186.22	188.70	
KS	2012	2	190.97	188.95	
KS	2012	3	194.20	191.72	
KS	2012	4	192.61	192.81	
KS	2013	1	187.51	189.82	
KS	2013	2	196.88	194.66	
KS	2013	3	198.01	195.50	
KS	2013	4	196.10	196.60	
KS	2014	1	199.76	202.00	
KS	2014	2	205.18	202.76	
KS	2014	3	205.39	202.89	
KS	2014	4	203.53	204.24	
KS	2015	1	206.38	208.49	
KS	2015	2	210.60	208.01	
KS	2015	3	214.33	211.91	
KS	2015	4	214.51	215.28	
KS	2016	1	213.67	215.77	
KS	2016	2	223.71	220.91	
KY	1991	1	100.00	100.00	
KY	1991	2	100.35	100.39	
KY	1991	3	100.00	100.22	
KY	1991	4	101.19	101.70	
KY	1992	1	103.24	103.26	
KY	1992	2	103.41	103.46	
KY	1992	3	105.24	105.45	
KY	1992	4	106.29	106.81	
KY	1993	1	107.54	107.61	
KY	1993	2	109.46	109.53	
KY	1993	3	110.29	110.44	
KY	1993	4	111.07	111.60	
KY	1994	1	114.13	114.32	
KY	1994	2	115.40	115.45	
KY	1994	3	116.86	116.92	
KY	1994	4	117.39	117.95	
KY	1995	1	118.57	118.86	
KY	1995	2	120.31	120.37	
KY	1995	3	121.52	121.49	
KY	1995	4	122.99	123.55	
KY	1996	1	123.28	123.69	
KY	1996	2	125.31	125.35	
KY	1996	3	127.05	126.98	
KY	1996	4	127.58	128.13	
KY	1997	1	129.19	129.69	
KY	1997	2	130.26	130.32	
KY	1997	3	131.57	131.47	
KY	1997	4	131.54	132.07	
KY	1998	1	132.41	132.97	
KY	1998	2	135.44	135.49	
KY	1998	3	136.52	136.42	
KY	1998	4	138.05	138.56	
KY	1999	1	139.80	140.45	
KY	1999	2	142.05	142.05	
KY	1999	3	144.04	144.00	
KY	1999	4	144.88	145.31	
KY	2000	1	146.86	147.65	
KY	2000	2	148.46	148.40	
KY	2000	3	149.66	149.66	
KY	2000	4	150.45	150.83	
KY	2001	1	151.03	151.93	
KY	2001	2	153.53	153.40	
KY	2001	3	154.68	154.72	
KY	2001	4	156.00	156.32	
KY	2002	1	155.85	156.90	
KY	2002	2	159.03	158.85	
KY	2002	3	159.34	159.31	
KY	2002	4	161.63	162.00	
KY	2003	1	162.26	163.43	
KY	2003	2	165.66	165.43	
KY	2003	3	167.85	167.73	
KY	2003	4	168.51	168.95	
KY	2004	1	171.16	172.51	
KY	2004	2	173.20	172.90	
KY	2004	3	174.96	174.65	
KY	2004	4	176.66	177.29	
KY	2005	1	177.13	178.64	
KY	2005	2	181.03	180.63	
KY	2005	3	183.52	182.98	
KY	2005	4	183.74	184.54	
KY	2006	1	186.21	188.00	
KY	2006	2	188.34	187.81	
KY	2006	3	189.64	188.83	
KY	2006	4	188.92	189.89	
KY	2007	1	189.16	191.21	
KY	2007	2	193.31	192.66	
KY	2007	3	192.74	191.70	
KY	2007	4	190.85	191.85	
KY	2008	1	188.32	190.62	
KY	2008	2	191.80	191.11	
KY	2008	3	191.70	190.45	
KY	2008	4	186.75	187.76	
KY	2009	1	185.85	188.32	
KY	2009	2	188.92	188.21	
KY	2009	3	189.51	188.12	
KY	2009	4	186.87	187.89	
KY	2010	1	184.59	187.21	
KY	2010	2	187.05	186.32	
KY	2010	3	188.07	186.54	
KY	2010	4	186.51	187.58	
KY	2011	1	181.67	184.37	
KY	2011	2	183.25	182.44	
KY	2011	3	184.74	183.18	
KY	2011	4	181.70	182.81	
KY	2012	1	183.15	185.96	
KY	2012	2	188.36	187.43	
KY	2012	3	187.71	186.07	
KY	2012	4	186.71	187.95	
KY	2013	1	186.20	189.14	
KY	2013	2	192.55	191.40	
KY	2013	3	196.26	194.60	
KY	2013	4	193.05	194.40	
KY	2014	1	191.41	194.46	
KY	2014	2	197.85	196.56	
KY	2014	3	199.35	197.67	
KY	2014	4	198.47	199.93	
KY	2015	1	200.09	203.29	
KY	2015	2	206.14	204.71	
KY	2015	3	207.13	205.45	
KY	2015	4	209.40	210.93	
KY	2016	1	208.14	211.44	
KY	2016	2	215.61	214.13	
LA	1991	1	100.00	100.00	
LA	1991	2	102.62	101.99	
LA	1991	3	104.33	103.59	
LA	1991	4	104.72	104.24	
LA	1992	1	105.62	105.63	
LA	1992	2	107.79	107.09	
LA	1992	3	109.13	108.35	
LA	1992	4	110.93	110.47	
LA	1993	1	111.70	111.69	
LA	1993	2	113.62	112.84	
LA	1993	3	116.18	115.39	
LA	1993	4	118.62	118.18	
LA	1994	1	120.22	120.15	
LA	1994	2	122.64	121.75	
LA	1994	3	124.08	123.26	
LA	1994	4	122.70	122.33	
LA	1995	1	123.98	123.83	
LA	1995	2	127.54	126.61	
LA	1995	3	129.13	128.29	
LA	1995	4	130.27	129.92	
LA	1996	1	132.31	132.11	
LA	1996	2	134.03	133.04	
LA	1996	3	134.78	133.87	
LA	1996	4	135.97	135.68	
LA	1997	1	137.36	137.12	
LA	1997	2	138.88	137.86	
LA	1997	3	139.88	138.91	
LA	1997	4	140.76	140.50	
LA	1998	1	142.68	142.43	
LA	1998	2	145.02	143.97	
LA	1998	3	147.41	146.33	
LA	1998	4	148.48	148.23	
LA	1999	1	148.81	148.57	
LA	1999	2	151.23	150.15	
LA	1999	3	153.09	151.91	
LA	1999	4	152.40	152.15	
LA	2000	1	154.62	154.41	
LA	2000	2	157.41	156.31	
LA	2000	3	157.99	156.72	
LA	2000	4	157.32	157.06	
LA	2001	1	159.20	158.99	
LA	2001	2	161.56	160.45	
LA	2001	3	163.73	162.43	
LA	2001	4	165.06	164.76	
LA	2002	1	164.81	164.56	
LA	2002	2	168.60	167.48	
LA	2002	3	170.62	169.29	
LA	2002	4	171.93	171.56	
LA	2003	1	174.65	174.35	
LA	2003	2	176.45	175.32	
LA	2003	3	179.88	178.53	
LA	2003	4	181.62	181.20	
LA	2004	1	183.74	183.37	
LA	2004	2	188.25	187.10	
LA	2004	3	191.06	189.62	
LA	2004	4	192.53	192.10	
LA	2005	1	195.19	194.81	
LA	2005	2	200.14	198.86	
LA	2005	3	203.59	202.01	
LA	2005	4	213.43	213.07	
LA	2006	1	219.03	218.67	
LA	2006	2	224.30	222.72	
LA	2006	3	228.61	226.79	
LA	2006	4	230.43	230.14	
LA	2007	1	233.38	233.16	
LA	2007	2	236.54	234.68	
LA	2007	3	238.04	236.00	
LA	2007	4	235.58	235.38	
LA	2008	1	233.87	233.93	
LA	2008	2	234.57	232.55	
LA	2008	3	232.09	229.92	
LA	2008	4	228.65	228.46	
LA	2009	1	228.62	229.09	
LA	2009	2	231.37	229.17	
LA	2009	3	229.26	226.88	
LA	2009	4	228.56	228.42	
LA	2010	1	227.86	228.66	
LA	2010	2	230.37	228.00	
LA	2010	3	230.72	228.22	
LA	2010	4	225.64	225.50	
LA	2011	1	221.31	222.27	
LA	2011	2	224.61	222.24	
LA	2011	3	225.03	222.47	
LA	2011	4	223.71	223.69	
LA	2012	1	222.16	223.07	
LA	2012	2	229.06	226.64	
LA	2012	3	232.14	229.54	
LA	2012	4	231.24	231.33	
LA	2013	1	235.71	236.44	
LA	2013	2	240.57	238.10	
LA	2013	3	240.38	237.76	
LA	2013	4	241.99	242.26	
LA	2014	1	241.50	241.86	
LA	2014	2	246.09	243.65	
LA	2014	3	249.66	247.16	
LA	2014	4	247.72	248.02	
LA	2015	1	252.06	252.08	
LA	2015	2	257.62	255.21	
LA	2015	3	260.59	258.10	
LA	2015	4	260.99	261.33	
LA	2016	1	265.14	264.94	
LA	2016	2	267.45	265.05	
MA	1991	1	100.00	100.00	
MA	1991	2	98.67	97.95	
MA	1991	3	97.40	96.87	
MA	1991	4	98.14	97.32	
MA	1992	1	98.53	98.63	
MA	1992	2	96.52	95.78	
MA	1992	3	96.99	96.37	
MA	1992	4	97.25	96.51	
MA	1993	1	94.77	94.98	
MA	1993	2	97.00	96.19	
MA	1993	3	97.37	96.58	
MA	1993	4	96.95	96.38	
MA	1994	1	96.76	97.01	
MA	1994	2	98.14	97.28	
MA	1994	3	98.44	97.49	
MA	1994	4	98.48	98.03	
MA	1995	1	98.18	98.48	
MA	1995	2	99.63	98.73	
MA	1995	3	100.48	99.40	
MA	1995	4	100.37	100.01	
MA	1996	1	100.94	101.30	
MA	1996	2	103.31	102.33	
MA	1996	3	104.53	103.31	
MA	1996	4	105.03	104.69	
MA	1997	1	104.39	104.90	
MA	1997	2	108.12	107.04	
MA	1997	3	109.71	108.29	
MA	1997	4	110.87	110.60	
MA	1998	1	112.30	112.94	
MA	1998	2	117.04	115.83	
MA	1998	3	120.56	118.85	
MA	1998	4	121.67	121.48	
MA	1999	1	124.21	124.97	
MA	1999	2	130.04	128.71	
MA	1999	3	134.78	132.74	
MA	1999	4	136.78	136.63	
MA	2000	1	140.29	141.17	
MA	2000	2	148.19	146.71	
MA	2000	3	153.48	151.08	
MA	2000	4	157.26	157.04	
MA	2001	1	162.16	163.22	
MA	2001	2	169.96	168.34	
MA	2001	3	176.14	173.36	
MA	2001	4	178.32	177.99	
MA	2002	1	181.86	183.10	
MA	2002	2	191.55	189.77	
MA	2002	3	200.12	196.99	
MA	2002	4	203.12	202.74	
MA	2003	1	205.38	206.67	
MA	2003	2	213.42	211.38	
MA	2003	3	218.77	215.50	
MA	2003	4	223.82	223.58	
MA	2004	1	226.97	228.02	
MA	2004	2	235.46	233.13	
MA	2004	3	242.12	238.79	
MA	2004	4	243.65	243.64	
MA	2005	1	247.24	247.94	
MA	2005	2	254.32	251.59	
MA	2005	3	255.94	252.88	
MA	2005	4	252.46	252.65	
MA	2006	1	251.20	251.38	
MA	2006	2	249.91	247.17	
MA	2006	3	246.88	244.36	
MA	2006	4	241.37	241.54	
MA	2007	1	239.52	239.41	
MA	2007	2	242.14	239.39	
MA	2007	3	238.32	236.33	
MA	2007	4	233.00	232.95	
MA	2008	1	230.88	230.58	
MA	2008	2	226.15	223.72	
MA	2008	3	222.27	220.59	
MA	2008	4	219.45	219.05	
MA	2009	1	221.84	221.83	
MA	2009	2	220.20	217.85	
MA	2009	3	218.51	216.77	
MA	2009	4	218.02	217.30	
MA	2010	1	216.59	217.12	
MA	2010	2	218.49	216.15	
MA	2010	3	217.04	214.87	
MA	2010	4	215.86	215.06	
MA	2011	1	209.52	210.74	
MA	2011	2	214.03	211.56	
MA	2011	3	213.51	210.84	
MA	2011	4	210.19	209.54	
MA	2012	1	207.62	209.38	
MA	2012	2	213.13	210.48	
MA	2012	3	215.84	212.64	
MA	2012	4	215.14	214.78	
MA	2013	1	216.47	218.64	
MA	2013	2	225.04	221.97	
MA	2013	3	228.36	224.75	
MA	2013	4	228.30	228.16	
MA	2014	1	224.88	227.29	
MA	2014	2	237.07	233.59	
MA	2014	3	239.76	235.89	
MA	2014	4	236.96	237.06	
MA	2015	1	237.60	240.14	
MA	2015	2	246.74	242.88	
MA	2015	3	248.49	244.61	
MA	2015	4	247.64	247.83	
MA	2016	1	248.39	250.99	
MA	2016	2	257.75	253.63	
MD	1991	1	100.00	100.00	
MD	1991	2	101.22	100.16	
MD	1991	3	100.64	99.71	
MD	1991	4	102.18	101.08	
MD	1992	1	102.98	102.94	
MD	1992	2	101.50	100.45	
MD	1992	3	103.18	102.21	
MD	1992	4	103.22	102.17	
MD	1993	1	101.31	101.19	
MD	1993	2	102.34	101.34	
MD	1993	3	103.05	102.02	
MD	1993	4	102.89	101.97	
MD	1994	1	102.37	102.10	
MD	1994	2	103.76	102.81	
MD	1994	3	102.93	101.84	
MD	1994	4	102.25	101.47	
MD	1995	1	101.92	101.49	
MD	1995	2	101.68	100.79	
MD	1995	3	103.24	102.15	
MD	1995	4	102.69	102.03	
MD	1996	1	103.04	102.45	
MD	1996	2	103.18	102.29	
MD	1996	3	103.40	102.36	
MD	1996	4	102.84	102.23	
MD	1997	1	103.40	102.76	
MD	1997	2	103.22	102.30	
MD	1997	3	103.65	102.63	
MD	1997	4	104.41	103.81	
MD	1998	1	105.11	104.52	
MD	1998	2	105.99	104.97	
MD	1998	3	106.65	105.57	
MD	1998	4	107.74	107.11	
MD	1999	1	109.62	109.18	
MD	1999	2	111.65	110.44	
MD	1999	3	112.88	111.63	
MD	1999	4	114.38	113.74	
MD	2000	1	115.35	115.12	
MD	2000	2	119.58	118.21	
MD	2000	3	121.86	120.31	
MD	2000	4	122.76	122.11	
MD	2001	1	125.47	125.46	
MD	2001	2	130.72	129.17	
MD	2001	3	134.43	132.45	
MD	2001	4	137.16	136.56	
MD	2002	1	140.30	140.46	
MD	2002	2	147.06	145.27	
MD	2002	3	153.47	150.97	
MD	2002	4	157.79	157.23	
MD	2003	1	159.32	159.62	
MD	2003	2	168.47	166.34	
MD	2003	3	176.09	173.10	
MD	2003	4	180.23	179.76	
MD	2004	1	187.37	187.69	
MD	2004	2	198.62	195.98	
MD	2004	3	209.31	205.88	
MD	2004	4	215.54	215.03	
MD	2005	1	225.17	225.42	
MD	2005	2	240.74	237.45	
MD	2005	3	252.18	248.29	
MD	2005	4	255.55	255.00	
MD	2006	1	260.49	260.50	
MD	2006	2	268.66	265.00	
MD	2006	3	267.69	263.77	
MD	2006	4	266.84	266.30	
MD	2007	1	269.74	269.55	
MD	2007	2	272.38	268.59	
MD	2007	3	268.55	264.86	
MD	2007	4	262.23	261.62	
MD	2008	1	250.31	250.13	
MD	2008	2	240.95	237.54	
MD	2008	3	237.11	233.92	
MD	2008	4	221.92	221.28	
MD	2009	1	223.14	223.25	
MD	2009	2	222.59	219.27	
MD	2009	3	220.59	217.59	
MD	2009	4	213.38	212.66	
MD	2010	1	212.75	213.28	
MD	2010	2	216.48	212.98	
MD	2010	3	210.23	207.23	
MD	2010	4	207.97	207.27	
MD	2011	1	201.39	202.42	
MD	2011	2	203.68	199.85	
MD	2011	3	204.61	201.76	
MD	2011	4	202.39	201.69	
MD	2012	1	197.30	198.77	
MD	2012	2	211.90	207.42	
MD	2012	3	209.19	206.31	
MD	2012	4	209.74	209.10	
MD	2013	1	210.49	212.36	
MD	2013	2	221.19	216.07	
MD	2013	3	222.32	219.33	
MD	2013	4	221.75	221.25	
MD	2014	1	220.46	222.51	
MD	2014	2	229.67	224.09	
MD	2014	3	224.68	221.63	
MD	2014	4	223.05	222.80	
MD	2015	1	221.49	223.51	
MD	2015	2	231.52	225.68	
MD	2015	3	231.06	228.03	
MD	2015	4	228.79	228.61	
MD	2016	1	230.83	232.91	
MD	2016	2	239.11	233.00	
ME	1991	1	100.00	100.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1991	2	100.12	101.04	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1991	3	100.51	100.63	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1991	4	99.68	100.80	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1992	1	101.83	101.91	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1992	2	98.62	99.45	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1992	3	100.18	100.26	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1992	4	99.95	101.15	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1993	1	94.76	94.91	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1993	2	99.00	99.73	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1993	3	97.25	97.27	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1993	4	96.51	97.71	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1994	1	98.03	98.37	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1994	2	98.07	98.58	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1994	3	97.21	97.23	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1994	4	95.68	96.87	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1995	1	96.70	97.23	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1995	2	98.07	98.39	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1995	3	98.88	98.99	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1995	4	97.01	98.07	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1996	1	100.81	101.64	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1996	2	100.40	100.53	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1996	3	101.97	102.20	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1996	4	100.59	101.47	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1997	1	100.51	101.56	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1997	2	102.35	102.41	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1997	3	102.28	102.58	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1997	4	104.87	105.55	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1998	1	105.00	106.31	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1998	2	107.77	107.80	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1998	3	108.62	108.94	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1998	4	111.94	112.52	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1999	1	112.30	113.84	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1999	2	116.04	116.09	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1999	3	118.55	118.82	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1999	4	120.35	121.01	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2000	1	120.60	122.25	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2000	2	126.87	127.03	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2000	3	129.52	129.60	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2000	4	131.90	132.84	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2001	1	135.31	137.04	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2001	2	139.65	139.94	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2001	3	144.89	144.74	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2001	4	145.76	147.09	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2002	1	150.48	152.18	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2002	2	156.21	156.67	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2002	3	161.78	161.47	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2002	4	163.81	165.48	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2003	1	168.32	170.05	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2003	2	172.86	173.44	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2003	3	176.96	176.66	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2003	4	184.39	186.26	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2004	1	183.91	185.68	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2004	2	193.40	194.10	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2004	3	199.40	199.28	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2004	4	202.04	203.83	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2005	1	207.32	209.37	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2005	2	213.12	213.81	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
